agricultrendsyieldregression.country,agricultrendsyieldregression.crop,agricultrendsyieldregression.coefficient1,agricultrendsyieldregression.coefficient2,agricultrendsyieldregression.intercept,agricultrendsyieldregression.mse
Panama,Pulses nes,14.845672929956025,1.629413085934418,0.06365341831390946,3091732.099405018
C�te d'Ivoire,Fibre Crops Primary,16.83199756970325,3.9244200785214405,0.14860819868553524,6925668.447093273
Somalia,Fruit Primary,111.39663786257796,137.84407117898323,5.109818481036626,1.1619612557971876E10
Lao People's Democratic Republic,Coffee green,26.157935632783207,4.291501264414247,0.18007173317439018,8700703.684000144
Mali,Melonseed,19.141260043913178,19.436687632639778,0.669402927288223,3.0165617075830507E9
Mongolia,Oilcrops Cake Equivalent,0.8524425111329396,0.014654637127014014,0.047739383163374345,7.402668497353049E7
Republic of Korea,Walnuts with shell,88.39111396482274,8.823362476278819,0.7608743220284024,1.355418563201962E8
Venezuela (Bolivarian Republic of),Sunflower seed,28.436376382753195,4.43855492699118,0.172787559216504,2.167987321080333E7
Cuba,Yautia cocoyam,227.2506484638248,51.2358948107439,2.0153161451847974,1.6676646382922935E9
Libya,Vegetables fresh nes,19.71354464565312,110.9911125162672,4.987637107325553,1.1153140362353855E10
Zimbabwe,Asparagus,35.505926689190375,14.696946097367166,0.667025500424725,9.51195581503916E8
Turkey,Bananas,512.7299174613969,128.7655167426606,10.864318760091818,6.328065074340746E10
Bolivia (Plurinational State of),Tangerines mandarins clementines satsumas,310.06034231330506,71.7310678511107,3.4444066820017474,3.754203995357243E9
Benin,Millet,19.915897057800592,6.423658809633591,0.23124438427188151,1.9885576714564074E7
Jordan,Lentils,2.764418237251449,6.134896112184614,0.32377108829595647,5.449417349842671E7
Kazakhstan,Oilcrops Cake Equivalent,1.394470211307078,0.45507538869638453,0.06867177143291783,1.337862488129888E7
Bahamas,Pulses Total,41.41998521544495,9.97030976522045,0.3985642787651502,4.7783881925517164E7
Tunisia,Lettuce and chicory,93.55345810542913,94.67809430924721,4.626767354435744,4.867595130140839E10
Estonia,Grain mixed,19.564167118516306,2.248786218750076,0.36213266299854513,3.5478678703452283E8
Finland,Oilcrops,28.002939557404492,1.0494565452403142,0.6431106121683022,1.7407676828669357E8
Austria,Fruit Primary,626.8285402367846,44.23477179894585,6.705605508179919,1.617343648606592E10
United Kingdom of Great Britain and Northern Ireland,Berries nes,250.05650734485462,21.182552418402906,2.423308782266184,1.7305868881015813E9
Colombia,Fruit citrus nes,361.9715996931127,38.291257582599,1.5425154440841822,6.965764092519364E9
Sudan,Sesame seed,0.08747253367863858,0.05753490177888204,0.0020698291927529846,5174269.104840684
Mauritius,Cassava,640.3014596313536,104.34532224362101,4.530102741318022,4.379796455756564E9
Switzerland,Beans green,418.70809056138916,19.699264298006486,3.327838484049909,3.078238723118034E9
Dominican Republic,Coconuts,109.33243470349214,22.112617337674983,0.895566985945387,2.3343879459927908E8
C�te d'Ivoire,Mangoes mangosteens guavas,18.935694817827866,4.351549999307532,0.1648959356695404,6153831.99709859
Belarus,Buckwheat,7.718719821034806,1.0885651233334872,0.1483304177600421,6.457286869465123E7
Rwanda,Pepper piper spp.,45.30448568512908,9.173191644952247,0.4646119526266233,1.4733142147990994E9
Saudi Arabia,Maize,5.863388111299349,24.507258669436123,0.9677157426977594,7.485472512043433E8
Italy,Garlic,276.5609863277388,47.79110790828341,3.783931713403451,4.9261632420116825E9
Slovakia,Watermelons,169.74360706634388,23.42285770217341,2.815281323305712,2.4222531346957382E10
Lao People's Democratic Republic,Tangerines mandarins clementines satsumas,287.20261451484123,47.4292287553157,1.9920631285530888,7.08267344063972E8
Belarus,Oats,23.312449720379313,3.2888905495268244,0.4478199963785285,5.521303782417147E8
C�te d'Ivoire,Maize,47.54636099566601,10.948190183989812,0.41301437334986646,7.527771509113464E7
Peru,Fibre Crops Primary,25.5450260828963,3.99854336842406,0.2009866647764737,8680793.395669749
Hungary,Lentils,19.271411526522293,4.098414807636516,0.3891016391633735,1.1237583430949265E8
Albania,Maize,106.97767722615527,15.734330906822105,1.3541405691895319,7.97481499086114E8
Iran (Islamic Republic of),Lentils,4.7933010973954016,4.878842829996976,0.27872887204890523,3.553259107700234E7
Mauritania,Dates,10.54460216441596,36.91081060985396,1.328545813730111,7.849712731062624E8
Cameroon,Pulses nes,29.80001151056468,5.885928606360954,0.23479433768353117,1.2552850960851725E7
Austria,Hops,50.834327095343916,3.6415449311887924,0.5410714818165492,8.841218917208312E7
Hungary,Pulses nes,30.027290307387034,6.271723969939488,0.61133830283893,2.0884683277747378E8
Brazil,Sunflower seed,43.76973064729396,7.423060985052823,0.294976587857913,2.9175365776978947E7
Romania,Mushrooms and truffles,4934.221406295812,984.0448519275805,98.46263202978838,2.401164838257028E13
Thailand,Coconuts,192.9038861462,36.4057009440303,1.3823798661538134,4.477988943667577E8
Barbados,Chillies and peppers green,271.7592349370949,37.78165588272162,1.4150940040235682,4.738258933433515E9
Ecuador,Beans green,45.82233862167654,6.3655414720986885,0.2904211366999922,2.53880873594723E7
Lebanon,Sugar beet,1042.3400572616752,345.48457303321374,21.442741732818597,2.0922833594163004E11
Egypt,Treenuts Total,5.126441318392174,34.04787547110909,1.4947911603578072,1.0863763837639413E9
Montenegro,Grapes,90.35880512692812,9.433742984500977,0.9494986318466673,2.185716387112541E10
Iran (Islamic Republic of),Pistachios,5.994941746061311,6.140503574466551,0.3489853123708816,6.141313550143378E7
Bahamas,Cassava,426.80965779961184,102.01203348757244,4.064305787010105,5.249590570161425E9
Kyrgyzstan,Beans dry,9.841151353083328,0.8571900690993269,0.3121967816178308,2.9082735758490956E8
Venezuela (Bolivarian Republic of),Sugar cane,2948.2375371720386,470.57138098408706,18.425085171587902,4.40921086959381E10
Uganda,Maize,53.392320675579356,12.550949442819194,0.5448539820257463,9.462294801159546E7
Portugal,Lemons and limes,236.91248155890761,52.3526444732318,3.3693741285283343,5.063262309047601E9
Angola,Fibre Crops Primary,19.557782345938406,5.244768744645418,0.24067286106845118,2.0318314036215596E7
Bulgaria,Hemp tow waste,9.804069779832961,2.256283743140785,0.2098172995667828,4.48842003012619E7
Nicaragua,Chillies and peppers green,2864.7492917877103,365.7641052457991,14.298053756289859,3.250446725758912E11
Togo,Chick peas,2.541304213468633,0.6964472397815498,0.02524352063991576,4.6351575989738524E7
Egypt,Lemons and limes,26.120674163306965,171.08217277831994,7.541529094847247,2.7318636521969624E10
Spain,Poppy seed,11.325324755801274,3.390681140131424,0.2359331216093274,7.526103925185834E7
Barbados,Cabbages and other brassicas,467.16317711330777,67.64738164000063,2.550576120708221,4.229802200550989E9
Democratic People's Republic of Korea,Hemp tow waste,17.54029206669665,1.2476403338916449,0.19670924879835455,1.4569064612126274E7
Sudan,Vegetables fresh nes,2.9047786907651085,1.9106129619676633,0.06873466995618394,5.705999106946339E9
Sri Lanka,Groundnuts with shell,39.41533038325041,7.8257542659453705,0.2887614037971414,3.5132895014062956E7
China,Grapefruit inc. pomelos,196.70834618087835,27.994349262594923,4.021920727979944,2.4658345505901325E10
Zambia,Pulses Total,18.89281282306934,5.008293678856842,0.22938639683097176,1.935422090026217E7
Mauritius,Citrus Fruit Total,116.61585565404532,19.697513657027415,0.8478145493039393,6.216442616886824E8
North Macedonia,Cherries sour,47.32059255436504,9.29615991495535,0.9076082190792955,2.299834232627352E9
Micronesia (Federated States of),Maize,35.19062537245407,3.3907230155492627,0.12466372414021669,6897402.080110568
Kenya,Leeks other alliaceous vegetables,67.83500737652156,30.282570980297727,1.2156654712397494,2.279247277218063E9
Guatemala,Garlic,225.83185398280264,25.74066708300913,1.0732030818845668,2.4367312821565107E8
Republic of Korea,Flax fibre and tow,2.8131259003408005,0.2747845345087197,0.02474924160424816,5979930.583645701
Costa Rica,Maize,61.64779153161803,6.426766329350326,0.2550725088153718,1.3911176101355128E7
Angola,Cereals Total,19.75211096117849,5.273876900131178,0.24212240398442322,2.169516569108162E7
Peru,Sesame seed,41.000715036615574,6.365670897930094,0.31987334009288276,3.5219196603615955E7
Libya,Chick peas,1.1423042566519144,6.380894685724006,0.2862596369628021,4.165409986195756E7
Zambia,Rice paddy,29.434159488457794,7.911987897714659,0.3580158824231979,6.982627057478033E7
Togo,Cassava,363.00634048408756,103.68352138823539,3.8323368580529062,6.77027855600375E9
United States of America,Tomatoes,1329.3065683334473,169.52581839282752,23.5677733962792,2.487557759892595E11
Timor-Leste,Coconuts,12.320537577465435,2.4630720401984965,0.09688964724456219,1.664287372426812E7
Serbia,Hops,5.4362502295969355,0.9926976485064658,0.08908194545434356,2.0543810438398868E8
Latvia,Raspberries,17.355942870969656,2.1283509587049463,0.31720372597260765,1.0792193640287743E9
Slovenia,Hops,25.64168462673777,2.4744661086871202,0.24670493258375997,1.3994262121938482E8
Iraq,Cauliflowers and broccoli,84.9955313994959,118.66592050513671,5.493834487432926,1.3587107161708324E10
Malawi,Peas dry,8.855798371676832,2.0430717752650116,0.09181404542760413,4.559584710442683E7
Suriname,Maize,82.26056655872662,11.274238861812872,0.4343947269433049,3.0049301917348783E7
Lebanon,Lupins,21.467390955635047,7.284782630297654,0.44123145625554844,4.643341031921574E8
Argentina,Fibre crops nes,22.093163393289558,6.621961506123161,0.47258032494864494,1.0688978259413455E8
Malaysia,Coffee green,39.11238121169078,3.8166278277001893,0.14519328354217917,5.678084217165136E7
Portugal,Roots and Tubers Total,347.35660755166475,77.59609133027588,5.006100994631807,9.574170719641106E9
Costa Rica,Cocoa beans,9.483275382716913,0.9796660969158099,0.03953477368064785,872208.5246320372
Bolivia (Plurinational State of),Roots and Tubers Total,206.45803029401597,48.06654946091931,2.3067480860368943,1.627583546334077E9
Cyprus,Walnuts with shell,17.19917139419008,8.576091309691405,0.45378879745943856,1.2432324074875236E8
Lithuania,Vegetables fresh nes,105.90934864388612,14.05344630991861,1.964730729481743,1.2791656659776224E10
Kenya,Garlic,320.64597807669594,143.48329769413303,5.81946562587037,1.422151960004323E10
Niger,Carrots and turnips,30.664416792369593,55.11152020968492,1.9781526544765091,9.12451200498694E9
Republic of Korea,Cabbages and other brassicas,2027.9665875051053,203.00528161293508,17.300345645071776,1.2002016692084894E11
Malaysia,Treenuts Total,69.72593748105166,7.321890053229106,0.2852075473740776,3535659.0519324588
Ecuador,Agave fibres nes,47.50702124971957,6.702444388128672,0.30457288428627116,5.522589091721019E7
Panama,Cabbages and other brassicas,472.12283342997006,54.42427421985334,2.1299901751864394,1.701071968252998E9
Romania,Sunflower seed,30.73814568071581,5.841494296558991,0.61723814833927,1.5614425145138308E8
Colombia,Coarse Grain Total,74.96686103124125,8.315812229925777,0.3356802875636232,2.7947977104885895E7
Poland,Fibre Crops Primary,14.277061117952455,2.290392036779064,0.2821321988393678,4.893832963795571E7
Spain,Citrus Fruit Total,377.2217143006119,108.10212106435007,7.70016186287313,2.406675480785314E10
Madagascar,Fruit fresh nes,240.82824619320184,45.70041977227464,1.9988197576266669,9.106642087213047E8
Bulgaria,Triticale,23.550695485292163,5.7063872240095685,0.4986872987119054,7.303162755032046E8
Republic of Moldova,Vegetables fresh nes,78.72957794076653,20.524407383113335,1.9730091101464975,1.2619784562569138E10
Spain,Apples,364.22896336780246,103.54075321766504,7.391218862974553,2.255572942453025E10
Italy,Pistachios,10.34891259940431,1.863680702763424,0.14324275962547528,3.7604210667953216E7
Guinea,Mangoes mangosteens guavas,84.62627228099954,15.702039010423809,0.6047533757035582,5.902334183908358E7
Brunei Darussalam,Lemons and limes,212.8938462634127,22.711302359062923,0.8717257561923042,1.8665671209409958E8
Madagascar,Roots and Tubers Total,258.18370771518636,49.122377372111096,2.1508081696560613,1.0163154963551552E9
Niger,Cereals Total,2.825276436429879,5.1851538848742065,0.18889971560470986,1.5881358495841209E7
Thailand,Beans dry,33.685120920409496,6.373456075197178,0.2426441702371976,1.1659376375577059E7
Republic of Korea,Melons other inc.cantaloupes,847.6988037196834,83.73951268334993,7.095849810470259,1.793955719946047E10
Tunisia,Vetches,5.292385123538145,5.36726882808931,0.26208258576187377,1.0828905585488054E8
Turkey,Figs,116.75960269798274,28.727101196735035,2.464424977348014,2.479218619512952E9
Turkey,Cabbages and other brassicas,440.0930521491611,109.29774783515778,9.327906596691461,3.617099884416682E10
Eswatini,Oilcrops Oil Equivalent,3.609944622307688,1.1091572622785215,0.054848976767938366,1194173.9820657452
Egypt,Fruit fresh nes,23.260708829405445,153.24540646337366,6.7563056236280294,2.082838082316837E10
Morocco,Plums and sloes,43.11783648850798,33.40921980978242,1.8358442696990716,5.251238794447707E9
Bolivia (Plurinational State of),Fruit Primary,326.53176529226823,76.78923807003696,3.68193831507649,4.312165096990113E9
United Republic of Tanzania,Cereals nes,13.731897057423348,3.7173432150278587,0.16114702257251498,7.802866300450405E7
Jamaica,Pineapples,652.617035439498,94.69680647583552,3.726150539650877,4.450522369449683E9
Romania,Mustard seed,13.535373913662818,2.5906278400155425,0.2722628347311868,3.3045967524852134E7
South Africa,Tomatoes,662.2488486487248,318.6922946433978,17.520813959272957,1.6147750270180057E11
Tajikistan,Lentils,4.309902700192048,0.5418844938245931,0.1143909008430645,4.3304216832013845E7
Myanmar,Maize,70.22141344465216,9.5579995874298,0.41697189477159685,9.666168058210947E7
Italy,Nuts nes,32.24366120555694,5.857062939082709,0.4482997577887083,3.007520930436669E8
New Zealand,Lettuce and chicory,1014.7878111652255,75.40769016757037,7.20665697716577,9.732357691262589E9
France,Cauliflowers and broccoli,380.5214710898369,60.19677322520161,5.46070041372055,1.0928233794969757E10
Israel,Bananas,416.7554959934513,336.6824175189124,16.868851779549065,1.3149815447676132E11
Republic of Korea,Peas dry,38.392472450444885,3.7843705530905996,0.32171476017275286,3.602565487030549E7
Mozambique,Bananas,207.08575854977863,60.569051059564565,2.5409367242721124,2.1213709691689868E9
Uganda,Pulses Total,26.486522256667932,6.192003144499655,0.26931525262336414,2.3646047980311014E7
Chile,Triticale,22.231288223868003,3.2738090756845404,0.40459551161686363,2.438856872251034E9
Chile,Vegetables leguminous nes,193.1689714208806,27.018252246154876,3.3580229046235264,4.461218020849791E9
Latvia,Leeks other alliaceous vegetables,34.131429268218874,4.193823409500508,0.6153268031995338,3.4437883718332524E9
Mozambique,Cassava,150.34608440544875,43.78025183201682,1.8363431408916309,1.2427597071830697E9
Ghana,Seed cotton,24.21321234120749,6.909017182016042,0.25167719700016866,3.030647436566713E7
Kyrgyzstan,Sunflower seed,5.668991118214991,0.4951928371753302,0.18143162885421552,9.501859126812796E7
Estonia,Oilcrops Cake Equivalent,8.217984608125354,0.9479752392300235,0.1517057471878518,6.36437146598908E7
Singapore,Oilcrops Cake Equivalent,23.183798252669938,3.395574676754914,0.12487770708550947,2605628.641891866
China,Linseed,17.63245114031448,2.436415327356149,0.36569531805278116,5.6068325817983456E7
Togo,Cashew nuts with shell,21.926710750358765,6.368638497259729,0.2315647362893639,8.212142431221025E7
Russian Federation,Currants,42.73909239994003,-6.589646909571302,1.2155721166783846,4.040077286764868E9
Zimbabwe,Fruit stone nes,70.43595311654352,29.218480945790198,1.3326396682039758,2.3629103091137013E9
Chile,Rye,51.92479286458765,7.345338711470997,0.9116040022362445,4.218166864666602E8
Kyrgyzstan,Beans green,17.775729044339464,1.6304153197706228,0.5640520869125275,1.9487346292939196E9
North Macedonia,Cereals Rice Milled Eqv,27.80359250751665,5.460385767750203,0.5345733474287498,7.608706258579283E8
Dominica,Spices nes,14.37252889756668,1.2657831117723874,0.054480695613042245,2089366.868161208
Dominica,Grapefruit inc. pomelos,198.71986333778295,17.216159955726607,0.7413426871955769,2.729541449274501E8
Argentina,Soybeans,41.34089021872397,12.28842291094734,0.8737727505503698,3.366228255512545E8
United States of America,Apricots,288.39605581075705,36.27050011684013,5.136245647508724,1.0666510343714455E10
New Zealand,Sweet potatoes,685.2544356757687,50.67354546171019,4.862938356070157,5.351486272435279E9
Kiribati,Roots and tubers nes,309.52428367273603,105.17183727201314,3.8236349651253416,4.7014982270241785E9
Thailand,Fruit Primary,394.9756353524083,75.54814343317896,2.870139610290359,1.6093239656685305E9
Timor-Leste,Oranges,165.2767755316512,32.97954478185203,1.300272236101741,4.430089360759937E9
Saint Vincent and the Grenadines,Groundnuts with shell,39.721870826591065,8.335330525929148,0.3071493275743308,2.296300140692143E7
Guinea,Oilcrops Cake Equivalent,7.53182476595337,1.4016579256908217,0.053757744352821456,756425.234341981
Bhutan,Mangoes mangosteens guavas,22.818582029057037,1.727402007440663,0.16091343276562642,6.347686067323432E8
Belgium,Apples,347.2846422706901,49.23028878399481,4.640354437962807,1.4938150689303052E11
Malawi,Coffee green,30.702051343506902,7.672088699326355,0.3485352227450501,5.2584200127506055E7
Venezuela (Bolivarian Republic of),Lemons and limes,374.58551676058084,58.62672321981657,2.2812976874589435,4.310689630917424E9
Malaysia,Oilseeds nes,38.53658292432053,4.036849364782036,0.15730149285833878,996852.712962639
Morocco,Wheat,12.864478639455681,9.576914452300175,0.5347788602027422,1.4153879087438792E8
Belize,Oilcrops Oil Equivalent,13.996740366273892,2.095186748745827,0.08113386229884978,6345814.34848015
New Zealand,Kiwi fruit,586.5498539552933,43.83325683495826,4.15714662188783,1.4715360152614996E10
Switzerland,Leeks other alliaceous vegetables,244.5531941554244,13.773179998261417,2.0308562146967035,4.4924381513668045E10
Solomon Islands,Oilcrops Cake Equivalent,18.498726112975753,1.8332018714242273,0.07121345999451345,652965.4449476083
Zimbabwe,Apricots,38.775991401794705,15.870632601442727,0.7293343835437703,4.2510282419686216E8
Hungary,Fibre Crops Primary,30.805340603079795,6.414544653621809,0.6220406314122359,1.6896646953798154E8
Benin,Pulses Total,18.3296255604601,5.90926175158244,0.2127864738130719,1.7671206036954712E7
Sudan,Cereals Total,0.20613593134005476,0.1355855382710233,0.004877715900290257,2.8735118934356764E7
United States of America,Cauliflowers and broccoli,328.33613595204184,41.714314824580335,5.842296147002126,1.38277762155272E10
Armenia,Apples,60.58243547133116,12.092186353453476,1.4780832826863155,6.874686355321642E9
Zimbabwe,Raspberries,19.036692117492954,7.880360004042842,0.3576072438340175,2.997873031796529E8
C�te d'Ivoire,Eggplants aubergines,466.30389911487674,107.55566888576247,4.080947703113623,4.409559576996906E9
Liberia,Sugar cane,440.0654373814713,57.67165941090902,2.2714231350768843,5.172123096730503E8
Iraq,Chick peas,4.8412895572536785,6.6732676488165446,0.30898048939179956,4.475761453250278E7
Burundi,Peas dry,27.13371260243427,5.662487928520944,0.2716363778958103,3.575780071926983E7
Bhutan,Citrus Fruit Total,252.30106610864473,19.378685919775855,1.6379363197986945,6.2909085562755E8
Cuba,Pulses Total,19.816293974717762,4.452041661758646,0.17439027559454615,1.7012743636171345E7
Mali,Beans green,41.633190809383095,44.90185234291716,1.5582163962499902,3.130004372844723E9
Chile,Almonds with shell,19.650170008928814,2.8729144187708613,0.35540207501092347,2.7149823996480787E8
Belgium,Gooseberries,36.1997462608089,5.173627012182598,0.487511744481579,1.6046121759674387E9
Somalia,Maize,10.320664684897661,12.698377133643655,0.4699912601995552,1.0165906809596571E8
Congo,Cassava leaves,234.85572494788167,43.80830541188029,1.7653840035913537,4.803894385620184E9
Uganda,Oilseeds nes,13.37095508103154,3.1839392894477814,0.13556273469279934,3.76039237777743E7
Namibia,Beans dry,4.460486594661286,3.6340998458824747,0.17560218566737723,2.1843562984410748E8
Cabo Verde,Groundnuts with shell,5.81837862670943,4.1535786701711315,0.18018082092178253,9.62379514106764E7
Bangladesh,Maize,78.96281827792772,9.801714435932306,0.3829281317087758,3.673121315747427E8
Grenada,Citrus Fruit Total,217.9964247231103,46.37266530072662,1.7132896783351832,3.8562679558131547E9
Bahamas,Roots and Tubers Total,232.63368520790294,55.90640915335199,2.2363029008821385,1.5518686430765529E9
Iran (Islamic Republic of),Nuts nes,15.51083734591589,15.987020718495678,0.9083549423025639,3.725413153617796E8
Chile,Oilcrops,52.06626962041024,7.335153415652781,0.9106443623164205,3.7107169516922635E8
Bangladesh,Oilseeds nes,26.437040578952413,3.250718614498622,0.12853480930531794,7098185.13360423
El Salvador,Fruit fresh nes,199.70683464779174,33.98808652076222,1.342510029232596,1.5284440918031945E9
Ukraine,Strawberries,39.79740880756236,8.066588561736106,0.8786388916590049,2.2654155238853602E9
Iraq,Sesame seed,4.77674167974369,6.714981444633848,0.31020612596376956,4.457036272013823E7
Ireland,Cereals Rice Milled Eqv,206.60041199337707,19.900450906785252,2.0985357995103042,1.4532258132293904E9
Chile,Kiwi fruit,188.2682602176152,27.265737932702876,3.3647123382698805,2.039368387217438E10
Austria,Gooseberries,107.84715087693593,7.955284953312723,1.124766380539899,1.5465445334832706E9
Burundi,Oilcrops,51.08795338360255,10.58712166597813,0.5114234033443087,7.507977774117571E7
Guinea-Bissau,Papayas,207.33449051043794,44.24763727848951,1.6257806135488835,2.6673955162971954E9
Papua New Guinea,Nutmeg mace and cardamoms,12.68305327259056,1.236854524978069,0.04867582898339665,1278501.7624194422
Republic of Moldova,Gooseberries,17.13526409962897,4.297824956456452,0.42121623754984094,8.557143223267215E8
Belize,Watermelons,487.2916011643956,72.39772104310593,2.7977169115364244,1.1243613487515802E10
Ukraine,Cucumbers and gherkins,103.91646019584965,21.11432202475537,2.30599969648994,1.5192031573653011E10
Thailand,Rice paddy,95.44565333208098,17.98397065508004,0.6827057331912808,9.313796609186167E7
Romania,Triticale,20.009674479023555,3.9703835341205824,0.39344720087172974,7.261212533607422E8
Bolivia (Plurinational State of),Fruit fresh nes,144.31771778237572,33.609335179797355,1.6125120600369927,7.88439703797812E8
Haiti,Oranges,120.87745869741543,23.14305400713179,0.9202816140018629,8.850026805393125E8
United Kingdom of Great Britain and Northern Ireland,Fibre Crops Primary,26.036593332902946,2.2476213808920056,0.2449735744404952,1.3321712574753532E8
Seychelles,Vegetables fresh nes,293.59345712475755,57.8914594416063,2.1328198340483513,7.831765180142875E8
Australia,Avocados,41.2058562162343,22.366223123124257,1.031395424154961,1.588942379390834E9
Argentina,Coarse Grain Total,71.22109205915783,21.228400787173353,1.5072165388171543,1.1141036188963568E9
Nicaragua,Pineapples,729.6521868471976,93.51489459758587,3.719743953741526,1.7568120703594933E9
Italy,Cereals nes,88.7721533313528,15.545229724017439,1.2181916223601263,5.967621157641107E8
Republic of Moldova,Grapes,30.5955565245579,8.074738573493956,0.771957026268337,1.6709544237644322E9
Sweden,Vegetables fresh nes,418.0219371358421,16.472279856964057,7.878077690253222,2.525542203655829E10
Sierra Leone,Tobacco unmanufactured,31.70222449631958,4.072730666939838,0.15578559331681785,1.2854233031156754E7
Haiti,Spinach,514.3808982557673,102.87633424821993,4.120568676065005,3.574697907478375E9
Montenegro,Beans green,12.983543955127235,1.3730083218494276,0.13872887036161977,4.7299376305363655E8
Sierra Leone,Cereals Rice Milled Eqv,37.20227200776743,4.714260907021767,0.1801217055443199,2947466.3313087774
Spain,Quinces,358.2884653085109,98.70928968239652,7.15691083403573,3.050590150926334E10
Croatia,Flax fibre and tow,8.357832822537402,1.147276380058087,0.0976184139157298,3.616587672557741E7
Panama,Cucumbers and gherkins,291.03992411867796,33.91152644824076,1.341561329635867,6.912968744488963E8
Cameroon,Dates,77.34259506443787,15.435248753688548,0.6113352293124595,4.127947456506024E8
United Republic of Tanzania,Pulses Total,19.7845050958076,5.239300035042253,0.23050628614882554,1.835912107705083E7
Guatemala,Wheat,70.62307986328038,8.130137834247305,0.3388448653898945,3.398962313519203E7
Luxembourg,Rye,54.61876860291275,7.049980143528106,0.6876828385315971,3.1879698312494326E9
Madagascar,Fibre Crops Primary,33.87682916825833,6.410275775051662,0.2813786848895163,1.847203025959852E7
Malta,Grain mixed,21.71260769463328,12.271144446551872,0.658321079794104,6.220619440244368E8
Egypt,Nuts nes,4.820774908595415,32.27019622418797,1.417935230503482,1.0003372713759835E9
Hungary,Wheat,81.94380169811629,17.066596105958634,1.6637654432982893,1.1998138611160333E9
Cyprus,Roots and tubers nes,53.07963176482193,26.219461054491504,1.3664280250338874,1.374026951550523E10
Azerbaijan,Almonds with shell,3.8175919231518844,1.318594497224096,0.11141504115018895,5.5383563784040324E7
Greece,Grapefruit inc. pomelos,368.7435523024199,109.71720437354278,7.254231080732966,2.886074942565197E10
Cyprus,Peas green,203.49515743091575,102.02822659220364,5.336175994994816,1.2466285560831799E10
Iraq,Figs,19.043354732335978,28.530159843640554,1.294172362296891,2.6887108659602084E9
Czechia,Sugar beet,492.2219620642783,73.72997463679114,8.64497970425122,2.1932332259250238E11
Burundi,Tea,57.36595241109038,12.318584488268822,0.58056633762555,4.039190429706791E8
Bolivia (Plurinational State of),Coffee green,30.126090375970318,6.959275395160729,0.3342803104395616,3.438941895485685E7
Republic of Korea,Pulses Total,38.24528932834948,3.8052134116222303,0.32547180761052014,2.9933839130760036E7
Uruguay,Garlic,121.29422540426394,20.377342491917272,1.1422156965242787,4.238568645672267E8
Kyrgyzstan,Oilcrops Cake Equivalent,3.5034432637757553,0.29848440671835474,0.11226067987678146,3.488223167996985E7
Belarus,Flax fibre and tow,5.662083779947716,0.7959114384666022,0.10850643456581821,3.3182704338716656E7
Poland,Blueberries,44.94383297749753,7.405528961698139,0.8845009743567478,1.7705918857074528E9
Ghana,Cassava,358.40465941984337,102.05484824110124,3.724895625562521,4.494898616863177E9
Democratic Republic of the Congo,Yams,274.6320289774364,53.39185563031835,2.2169331106227137,1.3535062530251071E9
Latvia,Cauliflowers and broccoli,90.10186173276517,10.799127523185867,1.6411924059009981,7.638012116105002E9
Madagascar,Lettuce and chicory,130.51858308761655,24.961420269444016,1.099299945002852,4.819066619039903E8
Syrian Arab Republic,Roots and Tubers Total,179.29364739278995,135.2195138929274,7.468568303601536,2.533768885926343E10
Slovenia,Oilcrops,40.68147189696651,3.94336181009106,0.39167071465380726,3.5374984869146013E8
Hungary,Vetches,15.04260418866314,3.1481071038654993,0.30472851699937153,9.325022550431062E7
Eritrea,Broad beans horse beans dry,1.9953525458350123,2.6711351523922877,0.09772214293675341,3.0547557014125608E7
Mozambique,Pumpkins squash and gourds,68.04922284389126,19.915868746041685,0.8374280547029076,2.3119323010431045E8
Germany,Oilseeds nes,17.144966504234453,2.3443214454051358,0.28236386512561673,1.0840244115919587E8
Saint Vincent and the Grenadines,Tobacco unmanufactured,39.067724196709484,7.960370381115151,0.2896330643528346,5.040552505060562E7
Dominican Republic,Seed cotton,27.962743673189877,5.937305290597268,0.24237218836182467,4.098789778395573E7
Angola,Potatoes,199.3543715657417,54.024166197858115,2.4749973206641926,2.1972357539992123E9
Togo,Chillies and peppers dry,12.576367306867972,3.661139906151489,0.13418184842384437,5152005.82870628
Colombia,Cassava,356.381372619917,39.84849155485866,1.6119830872057932,3.1713444296493995E8
Guatemala,Seed cotton,105.68289215177872,12.166051977309143,0.5118795357230473,4.89900328058238E7
Netherlands,Raspberries,167.29546673296915,25.77379607809928,2.5165921244508156,1.101444033541785E10
China,Roots and Tubers Total,314.3424383907976,43.71911938630558,6.515791331627315,1.798157856841665E10
Finland,Cauliflowers and broccoli,186.17806905579207,6.913128682406191,4.260907492579001,7.706289936385738E9
Georgia,Soybeans,23.13244124428741,2.087990324457672,0.2992685333192393,3.3308482716036254E8
Australia,Sweet potatoes,309.7625653346181,165.01999405620413,7.637382073276019,3.2722375681963886E10
Albania,Onions dry,213.11851246731464,32.53570620811756,2.7315906086547956,1.5967811324587326E10
Chile,Fruit Primary,297.55141936762476,41.71005229396917,5.179857139859184,1.09144201642021E10
Italy,Cauliflowers and broccoli,595.8848814165186,103.5431906001753,8.167429161782671,2.3342002994917088E10
Spain,Fruit Primary,152.87912359986302,44.3607332399776,3.1380872088655383,4.41871998827721E9
Maldives,Pulses nes,27.33463880277623,4.50422981532636,0.16081841778140382,3136893.2817205293
Congo,Beans green,67.98946661903567,12.660994596051081,0.5094560747869135,8.129203157395769E8
